title;location;type;description
TECNICO TELECOMUNICACIONES;Santiago;Full-time;Importante empresa de telecomunicaciones se encuentra en la búsqueda de técnicos para área domiciliaria con experiencia en HFC y FTTH, para proyecto en la región Metropolitana. Requisitos Enseñanza media completa Experiencia comprobable en el rubro de a lo menos 1 año Licencia de conducir vigente (excluyente) Se ofrece Jornada laboral de 44 horas Sueldo acorde al mercado Estabilidad laboral
